item,e1hit,e1fa,e1h_fa,e2hit,e2fa,e2h_fa,both_hit,both_fa,both_h_fa,d_both,c_both,logzeno,sub_freq,aoa,img_rating,pon,old,pld,Length
swum,0.79,0.04,0.76,0.53,0.07,0.47,0.66,0.05,0.61,2.05,0.61,0.33,2.03,4.97,2.60,16.00,1.75,1.65,4.00
swung,0.66,0.32,0.33,0.80,0.27,0.53,0.73,0.29,0.43,1.15,-0.03,1.50,3.13,4.13,4.20,14.00,1.80,1.75,5.00
tab,0.69,0.21,0.48,0.73,0.30,0.43,0.71,0.26,0.45,1.21,0.05,0.64,4.73,4.52,3.90,15.00,1.15,1.00,3.00
tack,0.63,0.23,0.40,0.57,0.17,0.40,0.60,0.20,0.40,1.09,0.30,0.68,3.27,4.19,5.30,24.00,1.10,1.00,4.00
tact,0.50,0.17,0.33,0.80,0.27,0.53,0.65,0.22,0.43,1.16,0.19,0.31,3.50,5.72,2.40,6.00,1.55,1.00,4.00
tag,0.63,0.19,0.45,0.63,0.43,0.20,0.63,0.31,0.32,0.84,0.08,1.04,4.14,2.94,4.50,22.00,1.00,1.00,3.00
tail,0.57,0.14,0.43,0.67,0.30,0.37,0.62,0.22,0.40,1.08,0.24,1.97,4.47,2.97,6.50,19.00,1.20,1.00,4.00
taint,0.82,0.38,0.44,0.90,0.27,0.63,0.86,0.32,0.54,1.54,-0.31,0.24,3.17,5.88,3.10,6.00,1.75,1.55,5.00
take,0.38,0.18,0.20,0.53,0.20,0.33,0.46,0.19,0.27,0.77,0.50,2.88,6.16,2.84,2.80,21.00,1.10,1.00,4.00
tale,0.69,0.07,0.62,0.70,0.17,0.53,0.69,0.12,0.58,1.69,0.34,1.33,3.70,3.47,3.60,16.00,1.00,1.00,4.00
talk,0.44,0.07,0.38,0.53,0.07,0.47,0.49,0.07,0.42,1.47,0.76,2.36,6.45,2.59,4.70,6.00,1.45,1.00,4.00
tall,0.55,0.21,0.34,0.57,0.07,0.50,0.56,0.14,0.42,1.23,0.46,2.17,5.20,2.84,5.10,13.00,1.10,1.00,4.00
tame,0.40,0.26,0.14,0.67,0.13,0.53,0.53,0.20,0.34,0.94,0.39,0.97,3.63,4.72,3.10,12.00,1.25,1.00,4.00
tan,0.79,0.11,0.69,0.80,0.13,0.67,0.80,0.12,0.68,2.00,0.17,0.99,4.53,3.84,5.20,20.00,1.00,1.00,3.00
tape,0.69,0.14,0.55,0.53,0.20,0.33,0.61,0.17,0.44,1.23,0.33,1.65,5.13,3.03,6.10,12.00,1.25,1.25,4.00
taps,0.66,0.07,0.58,0.80,0.07,0.73,0.73,0.07,0.66,2.09,0.44,0.63,2.57,4.41,3.90,6.00,1.30,1.10,4.00
tar,0.70,0.04,0.66,0.80,0.03,0.77,0.75,0.04,0.71,2.48,0.57,1.04,2.97,4.28,5.50,14.00,1.00,1.00,3.00
tart,0.77,0.26,0.51,0.83,0.20,0.63,0.80,0.23,0.57,1.58,-0.05,0.30,3.10,4.56,4.10,11.00,1.20,1.25,4.00
task,0.52,0.46,0.05,0.70,0.37,0.33,0.61,0.42,0.19,0.49,-0.03,1.74,4.00,4.38,3.20,6.00,1.55,1.50,4.00
taste,0.54,0.34,0.19,0.70,0.23,0.47,0.62,0.29,0.33,0.86,0.13,1.78,5.88,2.72,4.00,6.00,1.60,1.00,5.00
taught,0.75,0.28,0.47,0.90,0.47,0.43,0.83,0.37,0.45,1.26,-0.30,1.87,4.97,3.78,3.40,5.00,1.85,1.00,6.00
taunt,0.75,0.38,0.37,0.87,0.33,0.53,0.81,0.36,0.45,1.24,-0.25,0.20,3.33,4.81,2.90,7.00,1.60,1.30,5.00
taut,0.75,0.38,0.37,0.80,0.27,0.53,0.78,0.32,0.45,1.21,-0.15,0.69,2.80,6.13,2.30,1.00,1.70,1.00,4.00
tax,0.75,0.10,0.65,0.67,0.07,0.60,0.71,0.09,0.62,1.92,0.41,1.94,4.83,4.28,4.20,7.00,1.25,1.00,3.00
tea,0.70,0.10,0.60,0.77,0.03,0.73,0.74,0.07,0.67,2.13,0.44,1.76,4.67,3.22,6.40,7.00,1.40,1.00,3.00
teach,0.69,0.14,0.55,0.67,0.13,0.53,0.68,0.14,0.54,1.55,0.31,1.73,5.17,3.00,3.70,10.00,1.70,1.50,5.00
team,0.61,0.21,0.40,0.77,0.33,0.43,0.69,0.27,0.42,1.10,0.06,2.01,5.33,3.28,5.00,11.00,1.35,1.00,4.00
tear,0.62,0.21,0.41,0.87,0.27,0.60,0.74,0.24,0.50,1.36,0.03,1.30,4.28,3.00,5.70,5.00,1.00,1.00,4.00
tease,0.70,0.19,0.51,0.80,0.40,0.40,0.75,0.29,0.46,1.22,-0.06,0.75,4.55,3.59,3.80,3.00,1.60,1.00,5.00
tee,0.76,0.11,0.65,0.80,0.10,0.70,0.78,0.10,0.68,2.03,0.25,0.61,3.40,4.16,4.20,20.00,1.15,1.00,3.00
teeth,0.86,0.18,0.68,0.83,0.17,0.67,0.85,0.17,0.68,1.97,-0.04,2.18,5.34,2.44,6.70,1.00,1.90,1.30,5.00
tell,0.46,0.14,0.33,0.53,0.13,0.40,0.50,0.14,0.36,1.10,0.55,2.73,6.03,2.75,2.50,17.00,1.30,1.00,4.00
tempt,0.54,0.17,0.36,0.73,0.13,0.60,0.63,0.15,0.48,1.37,0.34,0.40,4.17,4.84,2.80,1.00,1.85,1.80,5.00
ten,0.76,0.18,0.58,0.73,0.17,0.57,0.75,0.17,0.57,1.61,0.14,2.27,5.37,2.35,6.30,18.00,1.00,1.00,3.00
tend,0.52,0.14,0.37,0.60,0.17,0.43,0.56,0.15,0.40,1.16,0.43,1.72,4.77,4.48,2.10,13.00,1.30,1.00,4.00
tense,0.79,0.17,0.61,0.63,0.20,0.43,0.71,0.19,0.52,1.44,0.17,1.32,4.50,4.65,2.60,4.00,1.65,1.15,5.00
tent,0.72,0.18,0.55,0.83,0.07,0.77,0.78,0.12,0.66,1.93,0.20,1.49,3.20,3.34,6.60,15.00,1.00,1.00,4.00
tenth,0.63,0.13,0.50,0.60,0.10,0.50,0.61,0.12,0.50,1.48,0.45,1.03,3.38,3.28,4.30,1.00,1.80,1.70,5.00
test,0.61,0.14,0.47,0.77,0.13,0.63,0.69,0.14,0.55,1.59,0.31,2.10,5.87,3.44,5.30,16.00,1.25,1.00,4.00
text,0.59,0.11,0.48,0.73,0.17,0.57,0.66,0.14,0.52,1.51,0.34,1.43,4.67,4.28,5.10,2.00,1.70,1.60,4.00
than,0.57,0.04,0.53,0.73,0.10,0.63,0.65,0.07,0.58,1.87,0.55,3.20,6.77,2.81,1.60,20.00,1.60,1.10,4.00
thank,0.67,0.10,0.57,0.83,0.07,0.77,0.75,0.08,0.67,2.06,0.35,1.73,6.37,2.75,2.70,23.00,1.70,1.40,5.00
that,0.43,0.15,0.29,0.60,0.20,0.40,0.52,0.17,0.34,0.98,0.45,4.01,6.93,2.34,2.00,24.00,1.65,1.25,4.00
thaw,0.73,0.04,0.70,0.83,0.13,0.70,0.78,0.09,0.70,2.15,0.29,0.60,3.47,4.69,3.30,19.00,1.75,1.40,4.00
the,0.69,0.07,0.62,0.53,0.10,0.43,0.61,0.09,0.53,1.65,0.54,4.01,6.80,2.06,1.30,1.00,1.50,1.80,3.00
theft,0.76,0.43,0.33,0.87,0.30,0.57,0.81,0.36,0.45,1.23,-0.27,0.86,3.73,4.42,3.40,7.00,2.00,1.90,5.00
their,0.64,0.07,0.57,0.77,0.07,0.70,0.70,0.07,0.64,2.03,0.48,3.49,6.50,3.28,1.90,2.00,1.90,1.00,5.00
them,0.86,0.10,0.75,0.63,0.13,0.50,0.75,0.12,0.63,1.84,0.26,3.35,6.57,2.69,2.50,5.00,1.60,1.80,4.00
theme,0.45,0.21,0.23,0.63,0.07,0.57,0.54,0.14,0.40,1.18,0.49,1.29,4.47,4.84,3.10,2.00,1.70,1.45,5.00
then,0.53,0.11,0.42,0.63,0.17,0.47,0.58,0.14,0.44,1.30,0.44,3.30,6.77,2.84,1.50,18.00,1.50,1.20,4.00
thence,0.55,0.18,0.37,0.73,0.07,0.67,0.64,0.12,0.52,1.53,0.40,0.46,1.93,6.38,1.70,5.00,2.15,1.65,6.00
these,0.54,0.14,0.40,0.63,0.10,0.53,0.58,0.12,0.47,1.39,0.48,3.29,6.57,3.03,1.60,1.00,1.75,1.35,5.00
they,0.54,0.14,0.40,0.47,0.23,0.23,0.50,0.19,0.32,0.90,0.45,3.78,6.57,2.59,2.30,9.00,1.65,1.00,4.00
thick,0.67,0.20,0.47,0.70,0.10,0.60,0.68,0.15,0.53,1.51,0.28,2.03,4.43,3.75,3.70,23.00,1.75,1.20,5.00
thief,0.75,0.24,0.51,0.73,0.37,0.37,0.74,0.30,0.44,1.16,-0.07,1.08,3.93,3.84,5.30,5.00,1.95,1.65,5.00
thigh,0.76,0.11,0.65,0.83,0.07,0.77,0.80,0.09,0.71,2.19,0.27,0.60,4.40,3.69,6.20,4.00,1.90,1.00,5.00
thin,0.64,0.07,0.57,0.70,0.03,0.67,0.67,0.05,0.62,2.08,0.59,2.08,5.60,3.38,4.90,20.00,1.50,1.15,4.00
thing,0.52,0.17,0.35,0.63,0.13,0.50,0.58,0.15,0.43,1.23,0.42,2.60,6.10,2.56,2.60,20.00,1.70,1.25,5.00
think,0.55,0.21,0.34,0.60,0.17,0.43,0.58,0.19,0.39,1.07,0.34,2.90,6.17,3.03,2.60,19.00,1.70,1.15,5.00
third,0.45,0.14,0.31,0.57,0.10,0.47,0.51,0.12,0.39,1.19,0.57,2.21,5.10,2.94,4.30,3.00,1.95,1.60,5.00
thirst,0.69,0.25,0.44,0.83,0.37,0.47,0.76,0.31,0.45,1.21,-0.11,0.94,4.80,3.41,3.00,2.00,2.30,1.65,6.00
this,0.41,0.11,0.31,0.47,0.10,0.37,0.44,0.10,0.34,1.11,0.71,3.63,6.90,2.34,1.80,3.00,1.85,1.65,4.00
thong,0.90,0.07,0.83,0.97,0.10,0.87,0.93,0.09,0.85,2.86,-0.06,0.43,3.13,5.88,6.20,13.00,1.85,1.40,5.00
thorn,0.69,0.21,0.48,0.83,0.20,0.63,0.76,0.21,0.55,1.53,0.05,0.71,3.60,3.68,6.40,11.00,1.70,1.25,5.00
those,0.48,0.07,0.41,0.50,0.00,0.50,0.49,0.04,0.46,1.78,0.91,2.82,6.44,3.00,1.70,8.00,1.80,1.20,5.00
though,0.61,0.17,0.43,0.77,0.13,0.63,0.69,0.15,0.53,1.51,0.27,2.56,6.19,3.78,2.00,2.00,1.80,1.00,6.00
thought,0.43,0.28,0.15,0.57,0.27,0.30,0.50,0.27,0.23,0.60,0.31,2.85,6.37,3.88,3.10,8.00,2.10,1.20,7.00
thrash,0.79,0.57,0.22,0.93,0.43,0.50,0.86,0.50,0.36,1.09,-0.55,0.21,3.00,5.13,3.10,22.00,2.25,1.65,6.00
thread,0.79,0.38,0.41,0.87,0.37,0.50,0.83,0.37,0.45,1.26,-0.31,1.47,3.83,3.97,6.00,9.00,1.85,1.50,6.00
threat,0.69,0.21,0.48,0.73,0.30,0.43,0.71,0.26,0.45,1.21,0.05,1.35,3.73,4.47,3.20,2.00,1.80,1.65,6.00
three,0.61,0.07,0.54,0.60,0.03,0.57,0.60,0.05,0.55,1.90,0.69,2.82,5.77,2.06,5.30,20.00,1.80,1.50,5.00
threw,0.67,0.27,0.40,0.73,0.33,0.40,0.70,0.30,0.40,1.05,0.00,1.81,4.80,3.42,4.00,26.00,1.85,1.55,5.00
thrice,0.82,0.10,0.72,0.93,0.03,0.90,0.88,0.07,0.81,2.65,0.16,0.32,2.13,5.84,2.70,15.00,1.95,1.85,6.00
thrift,0.75,0.31,0.44,0.83,0.40,0.43,0.79,0.36,0.44,1.18,-0.22,0.47,2.97,5.16,3.00,9.00,2.20,1.85,6.00
thrill,0.66,0.36,0.30,0.83,0.37,0.47,0.74,0.36,0.38,1.01,-0.15,0.71,3.73,4.47,3.30,28.00,1.95,1.65,6.00
thrive,0.93,0.38,0.55,0.80,0.40,0.40,0.86,0.39,0.47,1.38,-0.41,0.65,3.60,5.47,2.90,13.00,1.85,1.80,6.00
throat,0.89,0.10,0.79,0.93,0.23,0.70,0.91,0.17,0.74,2.32,-0.20,1.66,4.63,3.00,6.40,9.00,1.85,1.50,6.00
throne,0.72,0.29,0.44,0.80,0.20,0.60,0.76,0.24,0.52,1.41,-0.01,1.26,3.40,4.13,6.10,16.00,1.90,1.50,6.00
throng,0.86,0.07,0.79,0.70,0.13,0.57,0.78,0.10,0.68,2.04,0.25,0.53,2.13,5.97,2.40,13.00,2.00,1.85,6.00
through,0.52,0.30,0.22,0.70,0.23,0.47,0.61,0.27,0.34,0.90,0.17,3.04,5.93,3.84,1.90,1.00,2.35,1.55,7.00
throw,0.54,0.34,0.19,0.63,0.27,0.37,0.58,0.31,0.28,0.72,0.15,1.74,4.93,2.97,4.30,17.00,1.80,1.25,5.00
thrown,0.62,0.29,0.33,0.70,0.17,0.53,0.66,0.23,0.43,1.16,0.17,1.57,4.70,3.78,3.60,10.00,2.00,1.50,6.00
thrush,0.72,0.25,0.47,0.73,0.23,0.50,0.73,0.24,0.49,1.31,0.05,0.32,1.80,6.25,3.10,13.00,1.85,1.70,6.00
thrust,0.74,0.37,0.37,0.90,0.37,0.53,0.82,0.37,0.45,1.26,-0.29,1.37,3.30,5.34,4.00,10.00,1.85,1.80,6.00
thud,0.71,0.07,0.65,0.73,0.23,0.50,0.72,0.15,0.57,1.63,0.22,0.80,2.97,4.41,3.30,8.00,1.85,1.55,4.00
thug,0.71,0.10,0.61,0.80,0.30,0.50,0.76,0.20,0.56,1.53,0.07,0.07,2.97,5.41,4.90,18.00,1.70,1.45,4.00
thumb,0.75,0.21,0.54,0.70,0.27,0.43,0.73,0.24,0.49,1.31,0.06,1.34,4.70,2.59,6.70,5.00,1.90,1.15,5.00
thump,0.71,0.21,0.51,0.87,0.33,0.53,0.79,0.27,0.52,1.42,-0.10,0.98,2.97,3.81,3.70,17.00,1.80,1.50,5.00
thus,0.38,0.07,0.31,0.63,0.10,0.53,0.51,0.09,0.42,1.38,0.68,2.31,4.47,5.31,1.60,6.00,1.75,1.55,4.00
thwart,0.93,0.21,0.72,0.97,0.33,0.63,0.95,0.27,0.68,2.24,-0.52,0.11,2.47,6.47,1.80,4.00,2.60,1.90,6.00
thyme,0.79,0.11,0.69,0.97,0.27,0.70,0.88,0.19,0.69,2.06,-0.14,0.21,2.57,5.97,2.10,2.00,1.90,1.00,5.00
tick,0.61,0.07,0.54,0.73,0.27,0.47,0.67,0.17,0.50,1.40,0.26,0.60,3.50,3.94,5.80,23.00,1.25,1.00,4.00
tide,0.59,0.14,0.44,0.83,0.20,0.63,0.71,0.17,0.54,1.50,0.20,1.47,3.28,3.61,5.30,15.00,1.40,1.00,4.00
tie,0.64,0.21,0.44,0.70,0.27,0.43,0.67,0.24,0.43,1.16,0.14,1.50,4.33,3.38,6.40,6.00,1.05,1.00,3.00
tight,0.55,0.21,0.34,0.67,0.30,0.37,0.61,0.26,0.35,0.93,0.19,1.62,4.53,3.38,4.30,18.00,1.65,1.00,5.00
tile,0.57,0.14,0.43,0.73,0.10,0.63,0.65,0.12,0.53,1.57,0.39,0.79,3.80,3.84,5.30,13.00,1.10,1.00,4.00
till,0.86,0.32,0.54,0.90,0.23,0.67,0.88,0.28,0.60,1.77,-0.29,1.88,4.53,4.91,2.90,28.00,1.05,1.00,4.00
tilt,0.83,0.32,0.51,0.93,0.40,0.53,0.88,0.36,0.52,1.53,-0.41,0.83,3.60,4.35,4.10,13.00,1.25,1.10,4.00
time,0.48,0.39,0.09,0.70,0.27,0.43,0.59,0.33,0.26,0.67,0.10,3.27,6.63,2.94,4.20,11.00,1.25,1.00,4.00
tin,0.68,0.34,0.33,0.73,0.23,0.50,0.71,0.29,0.42,1.10,0.01,1.51,3.27,3.90,5.90,20.00,1.00,1.00,3.00
tint,0.80,0.19,0.61,0.80,0.13,0.67,0.80,0.16,0.64,1.84,0.08,0.47,3.40,4.84,4.60,15.00,1.40,1.30,4.00
tip,0.72,0.11,0.62,0.90,0.20,0.70,0.81,0.15,0.66,1.91,0.07,1.58,4.70,3.65,4.20,26.00,1.10,1.00,3.00
tire,0.75,0.28,0.47,0.70,0.17,0.53,0.73,0.22,0.50,1.37,0.09,1.16,4.57,3.41,6.20,12.00,1.25,1.00,4.00
toad,0.93,0.07,0.86,0.83,0.13,0.70,0.88,0.10,0.78,2.45,0.05,1.53,2.80,2.94,6.80,5.00,1.70,1.00,4.00
toast,0.75,0.10,0.65,0.80,0.23,0.57,0.78,0.17,0.61,1.72,0.10,1.05,4.40,3.06,6.50,5.00,1.85,1.40,5.00
toe,0.45,0.14,0.31,0.80,0.03,0.77,0.62,0.09,0.54,1.67,0.52,1.10,4.63,2.25,6.70,10.00,1.00,1.00,3.00
toil,0.63,0.10,0.53,0.87,0.20,0.67,0.75,0.15,0.60,1.71,0.18,0.62,2.80,5.53,2.90,9.00,1.60,1.30,4.00
told,0.50,0.14,0.36,0.50,0.10,0.40,0.50,0.12,0.38,1.18,0.59,2.66,6.00,3.06,2.40,11.00,1.45,1.10,4.00
toll,0.90,0.21,0.68,0.87,0.27,0.60,0.88,0.24,0.64,1.89,-0.24,0.79,3.47,4.44,3.90,9.00,1.25,1.00,4.00
tomb,0.70,0.17,0.54,0.83,0.10,0.73,0.77,0.13,0.64,1.84,0.19,1.03,3.30,4.22,6.40,2.00,1.70,1.00,4.00
ton,0.61,0.10,0.50,0.70,0.07,0.63,0.65,0.09,0.57,1.77,0.49,0.83,4.13,3.97,3.60,4.00,1.00,1.00,3.00
tone,0.57,0.10,0.47,0.70,0.37,0.33,0.64,0.24,0.40,1.07,0.19,1.60,3.93,3.84,3.00,16.00,1.00,1.00,4.00
tong,0.79,0.11,0.69,0.83,0.07,0.77,0.81,0.09,0.73,2.25,0.24,0.07,2.57,5.03,4.50,13.00,1.40,1.25,4.00
tongue,0.81,0.10,0.71,0.73,0.07,0.67,0.77,0.08,0.69,2.14,0.32,1.65,4.67,2.81,6.50,1.00,2.20,1.15,6.00
too,0.59,0.00,0.59,0.67,0.20,0.47,0.63,0.10,0.53,1.60,0.48,3.01,6.50,2.69,1.30,8.00,1.00,1.00,3.00
took,0.39,0.28,0.12,0.43,0.07,0.37,0.41,0.17,0.24,0.73,0.58,2.74,5.93,3.06,2.40,1.00,1.55,1.25,4.00
tool,0.81,0.27,0.55,0.73,0.17,0.57,0.77,0.22,0.56,1.54,0.02,1.58,4.28,3.22,6.00,8.00,1.45,1.00,4.00
toot,0.89,0.24,0.65,0.80,0.13,0.67,0.85,0.19,0.66,1.91,-0.07,0.31,2.90,3.47,3.30,6.00,1.25,1.00,4.00
tooth,0.52,0.07,0.45,0.83,0.13,0.70,0.68,0.10,0.58,1.74,0.41,1.56,4.67,2.28,6.80,2.00,1.85,1.20,5.00
top,0.50,0.11,0.39,0.73,0.23,0.50,0.62,0.17,0.44,1.24,0.32,2.45,5.60,2.44,4.80,22.00,1.00,1.00,3.00
torch,0.83,0.14,0.68,0.87,0.37,0.50,0.85,0.25,0.59,1.68,-0.18,0.95,3.37,4.81,6.20,3.00,1.90,1.90,5.00
torn,0.79,0.21,0.58,0.67,0.33,0.33,0.73,0.27,0.46,1.21,-0.01,1.44,3.97,3.66,4.80,11.00,1.35,1.25,4.00
toss,0.57,0.17,0.40,0.50,0.20,0.30,0.54,0.19,0.35,0.98,0.40,0.91,3.73,3.35,4.40,8.00,1.45,1.30,4.00
tote,0.72,0.14,0.58,0.70,0.20,0.50,0.71,0.17,0.54,1.51,0.19,0.17,2.57,5.19,4.20,9.00,1.50,1.00,4.00
touch,0.55,0.25,0.30,0.60,0.20,0.40,0.58,0.23,0.35,0.95,0.28,1.92,5.97,2.77,4.20,1.00,1.70,1.60,5.00
tough,0.62,0.25,0.37,0.73,0.30,0.43,0.68,0.28,0.40,1.06,0.07,1.50,4.97,3.63,3.80,3.00,1.60,1.15,5.00
tour,0.52,0.11,0.41,0.77,0.03,0.73,0.64,0.07,0.57,1.84,0.56,1.11,4.37,3.94,3.90,1.00,1.55,1.10,4.00
town,0.48,0.17,0.31,0.70,0.07,0.63,0.59,0.12,0.47,1.42,0.48,2.39,4.97,3.31,5.90,8.00,1.60,1.55,4.00
toy,0.68,0.10,0.58,0.73,0.10,0.63,0.71,0.10,0.60,1.81,0.37,1.34,4.90,2.00,6.80,10.00,1.05,1.20,3.00
trace,0.68,0.38,0.30,0.67,0.30,0.37,0.67,0.34,0.33,0.86,-0.02,1.40,3.57,3.88,3.60,12.00,1.45,1.15,5.00
track,0.59,0.18,0.41,0.77,0.33,0.43,0.68,0.26,0.42,1.11,0.10,1.80,4.43,4.03,5.10,24.00,1.55,1.25,5.00
tract,0.55,0.29,0.27,0.67,0.17,0.50,0.61,0.23,0.38,1.03,0.24,1.06,2.77,5.69,2.70,6.00,1.75,1.30,5.00
trade,0.59,0.18,0.41,0.70,0.10,0.60,0.64,0.14,0.50,1.45,0.36,2.17,4.47,3.78,3.00,12.00,1.70,1.15,5.00
trail,0.68,0.38,0.30,0.73,0.27,0.47,0.71,0.32,0.38,1.00,-0.04,1.76,3.87,3.97,5.60,19.00,1.60,1.15,5.00
train,0.66,0.32,0.33,0.87,0.20,0.67,0.76,0.26,0.50,1.35,-0.03,1.99,3.93,2.71,6.30,21.00,1.55,1.05,5.00
trait,0.45,0.21,0.23,0.67,0.37,0.30,0.56,0.29,0.27,0.70,0.20,1.20,4.17,4.88,2.90,6.00,1.75,1.05,5.00
tramp,0.86,0.24,0.62,0.87,0.23,0.63,0.86,0.24,0.62,1.80,-0.19,0.97,3.33,5.06,4.90,13.00,1.70,1.55,5.00
trance,0.48,0.18,0.30,0.67,0.27,0.40,0.57,0.22,0.35,0.95,0.29,0.58,3.00,5.09,4.00,8.00,1.80,1.70,6.00
trap,0.53,0.22,0.31,0.63,0.30,0.33,0.58,0.26,0.32,0.85,0.21,1.46,3.93,3.44,4.40,23.00,1.50,1.15,4.00
trash,0.57,0.14,0.43,0.67,0.30,0.37,0.62,0.22,0.40,1.08,0.24,1.30,5.70,2.84,6.20,22.00,1.70,1.50,5.00
tray,0.57,0.15,0.42,0.73,0.00,0.73,0.65,0.07,0.58,1.83,0.53,1.20,4.60,3.72,5.80,31.00,1.45,1.15,4.00
tread,0.61,0.34,0.26,0.90,0.40,0.50,0.75,0.37,0.38,1.01,-0.18,0.53,3.23,5.41,3.40,9.00,1.65,1.40,5.00
treat,0.61,0.24,0.37,0.83,0.17,0.67,0.72,0.20,0.52,1.41,0.12,1.52,4.50,2.58,4.60,15.00,1.70,1.45,5.00
tree,0.72,0.18,0.55,0.80,0.07,0.73,0.76,0.12,0.64,1.87,0.22,2.43,5.30,2.50,6.80,20.00,1.65,1.25,4.00
trench,0.83,0.25,0.58,0.93,0.33,0.60,0.88,0.29,0.59,1.73,-0.31,0.72,2.87,4.90,4.90,10.00,1.85,1.85,6.00
trend,0.69,0.43,0.26,0.80,0.33,0.47,0.74,0.38,0.36,0.96,-0.18,1.13,4.50,4.91,3.10,13.00,1.75,1.70,5.00
tribe,0.89,0.24,0.65,0.87,0.30,0.57,0.88,0.27,0.61,1.78,-0.28,1.59,3.37,4.22,5.60,4.00,1.75,1.60,5.00
trick,0.71,0.31,0.40,0.67,0.23,0.43,0.69,0.27,0.42,1.10,0.06,1.42,4.03,3.38,3.90,23.00,1.50,1.00,5.00
trill,0.78,0.17,0.61,0.67,0.10,0.57,0.72,0.13,0.59,1.70,0.26,0.17,2.10,6.09,2.00,28.00,1.65,1.05,5.00
trim,0.68,0.21,0.47,0.77,0.30,0.47,0.72,0.25,0.47,1.25,0.04,1.00,4.27,4.38,4.00,15.00,1.50,1.20,4.00
trip,0.46,0.21,0.26,0.73,0.17,0.57,0.60,0.19,0.41,1.14,0.32,1.98,5.13,3.16,4.30,26.00,1.45,1.10,4.00
tripe,0.62,0.21,0.41,0.70,0.27,0.43,0.66,0.24,0.42,1.12,0.15,0.13,1.80,6.38,1.70,8.00,1.55,1.35,5.00
trite,0.63,0.11,0.52,0.77,0.20,0.57,0.70,0.16,0.54,1.54,0.24,0.28,2.93,6.31,2.10,13.00,1.75,1.15,5.00
troll,0.89,0.13,0.76,0.83,0.37,0.47,0.86,0.25,0.61,1.76,-0.21,0.86,2.53,3.97,5.50,9.00,1.75,1.55,5.00
troop,0.69,0.14,0.55,0.87,0.37,0.50,0.78,0.25,0.52,1.43,-0.05,0.82,3.41,4.26,5.60,12.00,1.90,1.50,5.00
trot,0.75,0.31,0.44,0.83,0.30,0.53,0.79,0.31,0.49,1.32,-0.15,0.80,2.70,4.03,3.80,23.00,1.70,1.80,4.00
trough,0.78,0.30,0.48,0.73,0.23,0.50,0.76,0.27,0.49,1.32,-0.03,0.99,2.60,5.68,4.20,2.00,1.75,1.85,6.00
troupe,0.83,0.07,0.76,0.80,0.13,0.67,0.81,0.10,0.71,2.16,0.19,0.28,2.47,6.00,2.80,2.00,1.95,1.50,6.00
trout,0.83,0.37,0.46,0.83,0.23,0.60,0.83,0.30,0.53,1.49,-0.22,0.97,3.27,4.22,6.30,17.00,1.85,1.60,5.00
truce,0.62,0.25,0.37,0.70,0.17,0.53,0.66,0.21,0.45,1.23,0.20,0.60,3.60,4.91,2.30,4.00,1.80,1.50,5.00
truck,0.55,0.14,0.41,0.63,0.17,0.47,0.59,0.15,0.44,1.25,0.39,1.86,4.93,2.63,6.90,17.00,1.65,1.50,5.00
true,0.57,0.10,0.47,0.63,0.10,0.53,0.60,0.10,0.50,1.53,0.51,2.32,5.47,3.22,2.50,12.00,1.80,1.00,4.00
trunk,0.74,0.30,0.44,0.77,0.27,0.50,0.75,0.28,0.47,1.26,-0.06,1.51,4.00,3.50,6.00,19.00,1.85,1.80,5.00
trust,0.60,0.19,0.41,0.67,0.20,0.47,0.63,0.19,0.44,1.21,0.26,1.51,5.37,3.66,2.90,10.00,1.60,1.50,5.00
try,0.38,0.21,0.17,0.50,0.10,0.40,0.44,0.16,0.28,0.85,0.58,2.43,6.03,2.59,2.00,17.00,1.50,1.05,3.00
tub,0.70,0.17,0.54,0.63,0.27,0.37,0.67,0.22,0.45,1.22,0.17,1.12,4.03,2.38,6.30,16.00,1.30,1.10,3.00
tube,0.61,0.14,0.47,0.77,0.03,0.73,0.69,0.09,0.60,1.86,0.44,1.91,4.00,3.88,5.70,3.00,1.65,1.25,4.00
tuck,0.69,0.18,0.51,0.70,0.17,0.53,0.69,0.17,0.52,1.45,0.22,0.79,3.83,3.68,4.10,17.00,1.40,1.00,4.00
tug,0.74,0.23,0.51,0.90,0.17,0.73,0.82,0.20,0.62,1.76,-0.04,0.87,3.60,3.28,4.30,18.00,1.45,1.15,3.00
tune,0.70,0.13,0.57,0.67,0.07,0.60,0.69,0.10,0.59,1.76,0.40,1.18,4.73,3.81,3.50,5.00,1.55,1.00,4.00
turf,0.79,0.31,0.48,0.97,0.07,0.90,0.88,0.19,0.69,2.04,-0.14,0.65,3.10,4.94,4.90,3.00,1.80,1.65,4.00
turn,0.46,0.14,0.33,0.57,0.23,0.33,0.52,0.19,0.33,0.93,0.43,2.42,5.90,3.00,3.90,5.00,1.60,1.20,4.00
tusk,0.74,0.07,0.67,0.70,0.17,0.53,0.72,0.12,0.60,1.78,0.30,0.21,2.70,4.58,5.40,6.00,1.55,1.65,4.00
tweed,0.86,0.36,0.50,0.80,0.20,0.60,0.83,0.28,0.55,1.55,-0.19,0.61,2.48,5.88,3.60,18.00,1.85,1.80,5.00
twelfth,0.89,0.03,0.86,0.90,0.10,0.80,0.90,0.07,0.83,2.76,0.12,0.87,3.97,3.41,4.70,1.00,3.40,2.90,7.00
